Time[ms]; PeakValue; HR[bpm]
1567;0;53,25444
1600;0;53,25444
1633;0;53,25444
1667;0;53,25444
1700;0;53,25444
1733;0;53,25444
1767;0;53,25444
1800;0;53,25444
1833;0;53,25444
1867;0;54,82233
1900;0;54,82233
1933;0;54,82233
1967;0;54,82233
2000;0;54,82233
2033;0;54,82233
2067;0;54,82233
2100;1;54,82233
2133;0;60,81081
2167;0;60,81081
2200;0;60,81081
2233;0;60,81081
2267;0;60,81081
2300;0;60,81081
2333;0;60,81081
2367;0;60,81081
2400;0;60,81081
2433;0;60,81081
2467;0;60,81081
2500;0;60,81081
2533;0;60,81081
2567;0;60,81081
2600;0;60,81081
2633;0;60,81081
2667;0;60,81081
2700;0;60,81081
2733;0;60,81081
2767;0;60,81081
2800;0;60,81081
2833;0;60,81081
2867;0;60,81081
2900;0;60,81081
2933;0;60,81081
2967;0;60,81081
3000;0;60,81081
3033;0;60,81081
3067;0;58,69565
3100;0;58,69565
3133;0;58,69565
3167;0;58,69565
3200;0;58,69565
3233;0;58,69565
3267;0;58,69565
3300;0;58,69565
3333;0;58,69565
3367;0;58,69565
3400;0;58,69565
3433;0;58,69565
3467;0;58,69565
3500;0;58,69565
3533;0;58,69565
3567;0;58,69565
3600;0;58,69565
3633;0;58,69565
3667;0;58,69565
3700;0;58,69565
3733;1;58,69565
3767;0;58,82353
3800;0;58,82353
3833;0;58,82353
3867;0;58,82353
3900;0;58,82353
3933;0;58,82353
3967;0;58,82353
4000;0;58,82353
4033;0;59,34066
4067;0;59,34066
4100;0;59,34066
4133;0;59,34066
4167;0;59,34066
4200;0;59,34066
4233;0;59,34066
4267;0;59,34066
4300;0;59,34066
4333;0;59,34066
4367;0;59,34066
4400;0;59,34066
4433;0;59,34066
4467;0;59,34066
4500;0;59,34066
4533;0;59,34066
4567;0;59,34066
4600;0;59,34066
4633;0;59,34066
4667;0;59,34066
4700;0;59,34066
4733;0;59,34066
4767;1;59,34066
4800;0;59,21053
4833;0;59,21053
4867;0;59,21053
4900;0;59,21053
4933;0;59,21053
4967;0;59,21053
5000;0;59,21053
5033;0;59,21053
5067;0;59,21053
5100;0;59,21053
5133;0;60
5167;0;60
5200;0;60
5233;0;60
5267;0;60
5300;0;60
5333;0;60
5367;0;60
5400;0;60
5433;0;60
5467;0;60
5500;0;60
5533;0;60
5567;0;60
5600;0;60
5633;0;60
5667;0;60
5700;0;60
5733;0;60
5767;1;60
5800;0;58,82353
5833;0;58,82353
5867;0;58,82353
5900;0;58,82353
5933;0;58,82353
5967;0;58,82353
6000;0;58,82353
6033;0;58,82353
6067;0;58,06452
6100;0;58,06452
6133;0;58,06452
6167;0;58,06452
6200;0;58,06452
6233;0;58,06452
6267;0;58,06452
6300;0;58,06452
6333;0;58,06452
6367;0;58,06452
6400;0;58,06452
6433;0;58,06452
6467;0;58,06452
6500;0;58,06452
6533;0;58,06452
6567;0;58,06452
6600;0;58,06452
6633;0;58,06452
6667;1;58,06452
6700;0;58,06452
6733;0;58,06452
6767;0;58,06452
6800;0;58,06452
6833;0;58,06452
6867;0;58,06452
6900;0;58,06452
6933;0;58,06452
6967;0;58,06452
7000;0;58,06452
7033;0;58,06452
7067;0;58,06452
7100;0;58,06452
7133;0;57,75401
7167;0;57,75401
7200;0;57,75401
7233;0;57,75401
7267;0;57,75401
7300;0;57,75401
7333;0;57,75401
7367;0;57,75401
7400;0;57,75401
7433;0;57,75401
7467;0;57,75401
7500;0;57,75401
7533;0;57,75401
7567;0;57,75401
7600;0;57,75401
7633;0;57,75401
7667;0;57,75401
7700;1;57,75401
7733;0;56,96202
7767;0;61,01695
7800;0;61,01695
7833;0;61,01695
7867;0;61,36364
7900;0;61,36364
7933;0;61,36364
7967;0;61,36364
8000;0;61,36364
8033;0;61,36364
8067;0;61,36364
8100;0;61,36364
8133;0;61,36364
8167;0;61,36364
8200;0;61,36364
8233;0;61,71429
8267;0;61,71429
8300;0;61,71429
8333;0;61,71429
8367;0;61,71429
8400;0;61,71429
8433;0;61,71429
8467;0;61,71429
8500;0;61,71429
8533;0;61,71429
8567;0;61,71429
8600;0;61,71429
8633;0;61,71429
8667;0;61,71429
8700;1;61,71429
8733;0;63,82979
8767;0;63,82979
8800;0;63,82979
8833;0;63,82979
8867;0;63,82979
8900;0;63,82979
8933;0;63,82979
8967;0;63,82979
9000;0;63,82979
9033;0;63,82979
9067;0;63,82979
9100;0;63,82979
9133;0;63,82979
9167;0;63,82979
9200;0;63,82979
9233;0;63,82979
9267;0;63,82979
9300;0;63,82979
9333;0;63,82979
9367;0;63,82979
9400;0;63,82979
9433;0;63,82979
9467;0;56,25
9500;0;56,25
9533;0;56,25
9567;0;56,25
9600;0;56,25
9633;0;56,25
9667;0;56,25
9700;0;56,25
9733;0;56,25
9767;0;56,25
9800;0;56,25
9833;1;56,25
9867;0;55,55556
9900;0;55,55556
9933;0;55,55556
9967;0;55,55556
10000;0;55,55556
10033;0;55,55556
10067;0;55,90062
10100;0;55,90062
10133;0;55,90062
10167;0;55,90062
10200;0;55,90062
10233;0;55,90062
10267;0;55,90062
10300;0;55,90062
10333;0;57,14286
10367;0;57,14286
10400;0;57,14286
10433;0;57,14286
10467;0;57,14286
10500;0;57,14286
10533;0;57,14286
10567;0;57,14286
10600;0;57,14286
10633;0;57,44681
10667;0;57,44681
10700;0;57,44681
10733;0;57,44681
10767;0;57,44681
10800;0;57,44681
10833;1;57,44681
10867;0;56,25
10900;0;56,25
10933;0;56,25
10967;0;56,25
11000;0;56,25
11033;0;56,25
11067;0;56,25
11100;0;56,25
11133;0;56,25
11167;0;56,25
11200;0;56,25
11233;0;57,44681
11267;0;57,44681
11300;0;57,44681
11333;0;56,5445
11367;0;56,5445
11400;0;56,5445
11433;0;56,5445
11467;0;56,5445
11500;0;56,5445
11533;0;56,5445
11567;0;56,5445
11600;0;56,5445
11633;0;56,5445
11667;0;56,5445
11700;0;56,5445
11733;0;56,5445
11767;1;56,5445
11800;0;56,96202
11833;0;56,96202
11867;0;56,96202
11900;0;56,96202
11933;0;56,96202
11967;0;56,96202
12000;0;56,96202
12033;0;56,96202
12067;0;56,96202
12100;0;56,96202
12133;0;56,96202
12167;0;56,96202
12200;0;56,96202
12233;0;56,96202
12267;0;56,96202
12300;0;56,96202
12333;0;56,96202
12367;0;56,96202
12400;0;56,96202
12433;0;56,96202
12467;0;56,96202
12500;0;56,96202
12533;0;56,96202
12567;0;56,96202
12600;0;56,96202
12633;0;56,96202
12667;0;56,96202
12700;0;56,96202
12733;0;56,96202
12767;0;56,96202
12800;0;56,96202
12833;0;56,96202
12867;1;56,96202
12900;0;57,14286
12933;0;57,14286
12967;0;57,14286
13000;0;57,14286
13033;0;57,14286
13067;0;50,5618
13100;0;50,5618
13133;0;50,5618
13167;0;50,5618
13200;0;50,5618
13233;0;50,5618
13267;0;50,5618
13300;0;50,5618
13333;0;50,5618
13367;0;50,5618
13400;0;50,5618
13433;0;50,5618
13467;0;50,5618
13500;0;50,5618
13533;0;50,5618
13567;0;50,5618
13600;0;50,5618
13633;0;50,5618
13667;0;50,5618
13700;0;50,5618
13733;0;50,5618
13767;0;50,5618
13800;0;50,5618
13833;0;50,5618
13867;0;50,5618
13900;0;50,5618
13933;1;50,5618
13967;0;45,28302
14000;0;45,28302
14033;0;47,87234
14067;0;47,87234
14100;0;47,87234
14133;0;47,87234
14167;0;47,87234
14200;0;47,87234
14233;0;47,87234
14267;0;47,87234
14300;0;47,87234
14333;0;47,87234
14367;0;47,87234
14400;0;47,87234
14433;0;47,87234
14467;0;47,87234
14500;0;47,87234
14533;0;47,87234
14567;1;47,87234
14600;0;51,79856
14633;0;51,79856
14667;0;51,79856
14700;0;51,79856
14733;0;51,79856
14767;0;51,79856
14800;0;51,79856
14833;0;51,79856
14867;0;51,79856
14900;0;51,79856
14933;0;51,79856
14967;0;53,89222
15000;0;53,89222
15033;0;53,89222
15067;0;53,89222
15100;0;53,89222
15133;0;53,89222
15167;0;53,89222
15200;0;53,89222
