Time[ms]; PeakValue; HR[bpm]
833;1;75
867;1;75,39267
900;0;75,4491
933;0;75,4491
967;0;75,4491
1000;0;75,4491
1033;0;75,4491
1067;0;75,4491
1100;0;75,4491
1133;0;75,4491
1167;0;75,4491
1200;0;75,4491
1233;0;75,4491
1267;0;75
1300;0;75
1333;0;75
1367;0;75
1400;0;75
1433;0;75
1467;0;75
1500;0;75
1533;0;75
1567;0;75
1600;0;75
1633;0;75
1667;1;75
1700;0;75
1733;0;75
1767;0;75
1800;0;75
1833;0;75
1867;0;75
1900;0;75
1933;0;75
1967;0;75
2000;0;75
2033;0;75
2067;0;75
2100;0;75
2133;0;74,22681
2167;0;74,22681
2200;0;74,22681
2233;0;74,22681
2267;0;74,22681
2300;0;74,22681
2333;0;74,22681
2367;0;74,22681
2400;0;74,22681
2433;0;74,22681
2467;1;74,22681
2500;0;73,68421
2533;0;73,68421
2567;0;73,68421
2600;0;73,68421
2633;0;73,68421
2667;0;73,68421
2700;0;73,68421
2733;0;73,68421
2767;0;73,68421
2800;0;73,68421
2833;0;73,68421
2867;0;73,68421
2900;0;73,68421
2933;0;73,84615
2967;0;73,84615
3000;0;73,84615
3033;0;73,84615
3067;0;73,84615
3100;0;73,84615
3133;0;73,84615
3167;0;73,84615
3200;0;73,84615
3233;1;73,84615
3267;0;74,11765
3300;0;74,11765
3333;0;74,11765
3367;0;74,11765
3400;0;74,11765
3433;0;74,11765
3467;0;74,11765
3500;0;74,11765
3533;0;74,11765
3567;0;74,11765
3600;0;74,11765
3633;0;74,11765
3667;0;74,11765
3700;0;74,11765
3733;0;74,11765
3767;0;74,11765
3800;0;73,46939
3833;0;73,46939
3867;0;73,46939
3900;0;73,46939
3933;0;73,46939
3967;0;73,46939
4000;0;73,46939
4033;0;73,46939
4067;1;73,46939
4100;0;72,4138
4133;0;72,4138
4167;0;72,4138
4200;0;72,4138
4233;0;72,4138
4267;0;72,4138
4300;0;72,4138
4333;0;72,4138
4367;0;72,4138
4400;0;72,4138
4433;0;72,4138
4467;0;72,4138
4500;0;72,4138
4533;0;72,4138
4567;0;72,4138
4600;0;72,4138
4633;0;72,4138
4667;0;72,4138
4700;0;71,64179
4733;0;71,64179
4767;0;71,64179
4800;1;71,64179
4833;0;70,78651
4867;0;70,78651
4900;0;70,78651
4933;0;70,78651
4967;0;70,78651
5000;0;70,78651
5033;0;70,78651
5067;0;70,78651
5100;0;70,78651
5133;0;70,78651
5167;0;70,78651
5200;0;70,78651
5233;0;70,78651
5267;0;70,78651
5300;0;70,78651
5333;0;70,78651
5367;0;70,78651
5400;0;70,78651
5433;0;70,78651
5467;0;70,78651
5500;0;70,78651
5533;0;70,78651
5567;1;70,78651
5600;1;71,18644
5633;0;69,61326
5667;0;69,61326
5700;0;69,61326
5733;0;69,61326
5767;0;69,61326
5800;0;69,61326
5833;0;69,61326
5867;0;69,61326
5900;0;69,61326
5933;0;69,61326
5967;0;69,61326
6000;0;69,61326
6033;0;69,61326
6067;0;69,61326
6100;0;69,61326
6133;0;69,61326
6167;0;69,61326
6200;0;69,61326
6233;0;69,61326
6267;0;69,61326
6300;0;69,61326
6333;0;69,61326
6367;0;69,61326
6400;1;69,61326
6433;0;69,23077
6467;0;69,23077
6500;0;69,23077
6533;0;69,23077
6567;0;69,23077
6600;0;68,10811
6633;0;68,10811
6667;0;68,10811
6700;0;68,10811
6733;0;68,10811
6767;0;68,10811
6800;0;68,10811
6833;0;68,10811
6867;0;68,10811
6900;0;68,10811
6933;0;68,10811
6967;0;68,10811
7000;0;68,10811
7033;0;68,10811
7067;0;68,10811
7100;0;68,10811
7133;0;68,10811
7167;0;68,10811
7200;0;68,10811
7233;1;68,10811
7267;0;67,5
7300;0;67,5
7333;0;67,5
7367;0;67,5
7400;0;67,5
7433;0;67,5
7467;0;67,5
7500;0;67,37968
7533;0;67,37968
7567;0;67,37968
7600;0;67,37968
7633;0;67,37968
7667;0;67,37968
7700;0;67,37968
7733;0;67,37968
7767;0;67,37968
7800;0;67,37968
7833;0;67,37968
7867;0;67,37968
7900;0;67,37968
7933;0;67,37968
7967;0;67,37968
8000;0;67,37968
8033;0;67,37968
8067;1;67,37968
8100;0;67,08074
8133;0;67,08074
8167;0;67,08074
8200;0;67,08074
8233;0;67,08074
8267;0;67,08074
8300;0;67,08074
8333;0;67,08074
8367;0;67,08074
8400;0;66,25767
8433;0;66,25767
8467;0;66,25767
8500;0;66,25767
8533;0;65,625
8567;0;65,625
8600;0;65,625
8633;0;65,625
8667;0;65,625
8700;0;65,625
8733;0;65,625
8767;0;65,625
8800;0;65,625
8833;0;65,625
8867;0;65,625
8900;0;65,625
8933;1;65,625
8967;0;64,28571
9000;0;64,28571
9033;0;64,28571
9067;0;64,28571
9100;0;64,28571
9133;0;64,28571
9167;0;64,28571
9200;0;64,28571
9233;0;64,28571
9267;0;64,28571
9300;0;64,28571
9333;0;64,28571
9367;0;64,28571
9400;0;64,28571
9433;0;64,28571
9467;0;64,28571
9500;0;63,95939
9533;0;64,28571
9567;0;63,31658
9600;0;63,31658
9633;0;63,31658
9667;0;63,31658
9700;0;63,31658
9733;1;63,31658
9767;0;62,42775
9800;0;62,42775
9833;0;62,42775
9867;0;62,42775
9900;0;62,42775
9933;0;62,42775
9967;0;62,42775
10000;0;62,42775
10033;0;62,42775
10067;0;62,42775
10100;0;62,42775
10133;0;62,42775
10167;0;62,42775
10200;0;62,42775
10233;0;62,42775
10267;0;62,42775
10300;0;62,42775
10333;0;62,42775
10367;0;62,42775
10400;0;62,42775
10433;0;62,42775
10467;0;62,42775
10500;0;62,42775
10533;0;62,42775
10567;0;62,42775
10600;1;62,42775
10633;0;60,67416
10667;0;60,67416
10700;0;60,67416
10733;0;60,67416
10767;0;60,67416
10800;0;60,67416
10833;0;60,67416
10867;0;60,67416
10900;0;60,67416
10933;0;60,67416
10967;0;60,67416
11000;0;60,67416
11033;0;60,67416
11067;0;60,67416
11100;0;60,67416
11133;0;60,67416
11167;0;60,67416
11200;0;60,67416
11233;0;60,67416
11267;0;60,67416
11300;0;60,67416
11333;0;60,67416
11367;0;60,67416
11400;0;60,67416
11433;0;60,67416
11467;0;60,67416
11500;1;60,67416
11533;0;60
11567;0;60,67416
11600;0;60,67416
11633;0;60,67416
11667;0;60,67416
11700;0;60,67416
11733;0;60,67416
11767;0;60,67416
11800;0;60,67416
11833;0;60,67416
11867;0;60,67416
11900;0;60,67416
11933;0;60,67416
11967;0;60,67416
12000;0;60,67416
12033;0;60,67416
12067;0;60,67416
12100;0;60,67416
12133;0;60,67416
12167;0;60,67416
12200;0;60,67416
12233;0;60,67416
12267;0;60,67416
12300;0;60,67416
12333;0;60,67416
12367;0;60,67416
12400;0;60,67416
12433;1;60,67416
12467;0;60,40268
12500;0;60,40268
12533;0;60,67416
12567;0;60,33519
12600;0;60,33519
12633;0;60,33519
12667;0;60,33519
12700;0;60,33519
12733;0;60,33519
12767;0;60,33519
12800;0;60,33519
12833;0;60,33519
12867;0;60,33519
12900;0;60,33519
12933;0;60,33519
12967;0;60,33519
13000;0;60,33519
13033;0;60,33519
13067;0;60,33519
13100;0;60,33519
13133;0;60,33519
13167;0;60,33519
13200;0;60,33519
13233;0;60,33519
13267;0;60,33519
13300;0;60,33519
13333;0;60,33519
13367;0;60,33519
13400;1;60,33519
13433;0;60
13467;0;60
13500;0;60
13533;0;60
13567;0;60
13600;0;60
13633;0;60
13667;0;60
13700;0;60
13733;0;60
13767;0;60
13800;0;60
13833;0;60
13867;0;60
13900;0;60
13933;0;60
13967;0;60
14000;0;60
14033;0;60
14067;0;60
14100;0;60
14133;0;60
14167;0;60
14200;0;60
14233;0;60
14267;0;60
14300;0;60
14333;0;60
14367;1;60
14400;0;59,60265
14433;0;59,60265
14467;0;59,60265
14500;0;60,33519
14533;0;60,33519
14567;0;60,33519
14600;0;60,33519
14633;0;60,33519
14667;0;60,33519
14700;0;60,33519
14733;0;60,33519
14767;0;60,67416
14800;0;60,67416
14833;0;60,67416
14867;0;60,67416
14900;0;60,67416
14933;0;60,67416
14967;0;60,67416
15000;0;60,67416
15033;0;60,67416
15067;0;60,67416
15100;0;60,67416
15133;0;60,67416
15167;0;60,67416
15200;0;60,67416
15233;0;60,67416
15267;0;60,67416
15300;0;60,67416
15333;1;61,76471
15367;0;62,42775
15400;0;62,42775
15433;0;62,42775
15467;0;62,42775
15500;0;62,42775
15533;0;62,42775
15567;0;62,42775
15600;0;62,42775
15633;0;62,42775
15667;0;62,42775
15700;0;62,42775
15733;0;62,42775
15767;0;62,42775
15800;0;62,42775
15833;0;62,42775
15867;0;62,42775
15900;0;62,42775
15933;0;62,42775
15967;0;62,42775
16000;0;62,42775
16033;0;62,42775
16067;0;62,42775
16100;0;62,42775
16133;0;62,42775
16167;0;62,42775
16200;0;62,42775
16233;0;62,42775
16267;0;62,42775
16300;0;62,42775
16333;0;62,42775
16367;1;62,42775
16400;0;63,38028
16433;0;63,38028
16467;0;63,38028
16500;0;63,38028
16533;0;62,93706
16567;0;62,93706
16600;0;62,93706
16633;0;62,93706
16667;0;62,93706
16700;0;62,93706
16733;0;62,93706
16767;0;62,93706
16800;0;62,93706
16833;0;62,93706
16867;0;62,93706
16900;0;62,93706
16933;0;56,84211
16967;0;56,84211
17000;0;56,84211
17033;0;56,84211
17067;0;56,84211
17100;0;57,14286
17133;0;57,14286
