Time[ms]; PeakValue; HR[bpm]
833;0;81,35593
867;0;81,35593
900;0;81,35593
933;0;81,35593
967;0;81,35593
1000;0;81,35593
1033;0;81,35593
1067;0;81,40704
1100;0;81,40704
1133;0;81,40704
1167;0;81,40704
1200;0;81,40704
1233;1;81,40704
1267;0;81,35593
1300;0;81,35593
1333;0;81,35593
1367;0;81,35593
1400;0;81,35593
1433;0;81,35593
1467;0;81,81818
1500;0;81,81818
1533;0;81,35593
1567;0;81,35593
1600;0;85,26316
1633;0;85,26316
1667;0;85,71429
1700;0;85,71429
1733;0;85,26316
1767;0;85,26316
1800;0;85,26316
1833;0;85,26316
1867;1;84,81676
1900;0;100,5587
1933;0;100,5587
1967;0;100,5587
2000;0;100,5587
2033;0;100,5587
2067;0;100,5587
2100;0;100,5587
2133;0;100,5587
2167;0;100,5587
2200;0;100,5587
2233;0;100,5587
2267;0;100,5587
2300;0;100,5587
2333;0;100,5587
2367;0;100,5587
2400;0;102,0619
2433;0;102,0619
2467;0;102,0619
2500;0;102,0619
2533;0;102,0619
2567;0;102,0619
2600;0;102,0619
2633;0;102,0619
2667;0;102,0619
2700;0;102,0619
2733;1;102,0619
2767;0;101,1236
2800;0;101,1236
2833;0;101,1236
2867;0;103,125
2900;0;103,125
2933;0;103,125
2967;0;103,125
3000;0;103,125
3033;0;103,125
3067;0;103,125
3100;0;103,125
3133;0;112,5
3167;0;112,5
3200;0;112,5
3233;0;112,5
3267;1;112,5
3300;0;111,8644
3333;0;113,089
3367;0;113,089
3400;0;113,089
3433;0;113,089
3467;0;113,089
3500;0;113,089
3533;0;113,089
3567;0;113,089
3600;0;113,089
3633;0;113,089
3667;0;113,089
3700;0;113,089
3733;0;113,089
3767;1;113,089
3800;0;113,7931
3833;0;113,7931
3867;0;113,7931
3900;0;113,7931
3933;0;113,7931
3967;0;113,7931
4000;0;113,7931
4033;0;113,7931
4067;0;113,1429
4100;0;109,0909
4133;0;108,5427
4167;0;108,5427
4200;0;108,5427
4233;0;108,5427
4267;0;108,5427
4300;1;108,5427
4333;0;113,7931
4367;0;113,7931
4400;0;113,7931
4433;0;113,7931
4467;0;113,7931
4500;0;113,7931
4533;0;113,7931
4567;0;113,7931
4600;0;113,7931
4633;0;113,7931
4667;0;113,6842
4700;0;113,6842
4733;0;113,6842
4767;0;113,6842
4800;0;113,6842
4833;0;113,6842
4867;0;113,6842
4900;0;113,6842
4933;0;113,6842
4967;0;113,6842
5000;0;113,6842
5033;0;113,6842
5067;0;113,6842
5100;0;113,6842
5133;1;113,6842
5167;0;113,1429
5200;0;113,1429
5233;0;113,1429
5267;0;111,9171
5300;0;111,9171
5333;0;111,9171
5367;0;111,9171
5400;0;111,9171
5433;0;111,9171
5467;0;111,9171
5500;0;111,9171
5533;0;111,9171
5567;0;111,9171
5600;0;111,9171
5633;1;111,9171
5667;0;111,236
5700;0;111,8644
5733;0;111,8644
5767;0;111,8644
5800;0;111,8644
5833;0;111,8644
5867;0;111,8644
5900;0;109,6447
5933;0;109,6447
5967;0;109,6447
6000;0;109,6447
6033;0;109,6447
6067;0;110,2041
6100;0;110,2041
6133;0;110,2041
6167;0;99,44752
6200;0;99,44752
6233;0;89,50276
6267;0;89,50276
6300;0;89,50276
6333;0;89,50276
6367;0;89,50276
6400;0;89,50276
6433;0;89,50276
6467;0;89,50276
6500;0;89,50276
6533;0;89,50276
6567;0;89,50276
6600;0;89,50276
6633;0;89,50276
6667;1;89,50276
6700;0;86,74699
6733;0;86,74699
6767;0;86,74699
6800;0;86,74699
6833;0;83,50516
6867;0;83,50516
6900;0;83,50516
6933;0;83,50516
6967;0;83,50516
7000;0;83,50516
7033;0;83,50516
7067;0;83,50516
7100;0;83,50516
7133;0;83,50516
7167;1;83,50516
