Time[ms]; PeakValue; HR[bpm]
833;0;150
867;1;150
900;1;150
933;0;150
967;0;150
1000;0;150
1033;0;150
1067;0;150
1100;0;150
1133;0;150
1167;0;150
1200;0;150
1233;0;150,7389
1267;1;150,7389
1300;0;151,5789
1333;0;151,5789
1367;0;151,5789
1400;0;151,5789
1433;0;151,5789
1467;0;150,7853
1500;0;141,3613
1533;0;141,3613
1567;0;141,3613
1600;0;140,625
1633;0;140,625
1667;1;141,3613
1700;0;141,573
1733;0;130,7263
1767;0;129,2308
1800;0;129,2308
1833;0;129,8969
1867;0;129,8969
1900;0;129,8969
1933;0;120,6186
1967;0;120,6186
2000;0;120,6186
2033;0;121,875
2067;1;112,5
2100;0;110
2133;0;110
2167;0;110
2200;0;110
2233;0;110
2267;0;110
2300;0;110
2333;0;110
2367;0;100
2400;0;100
2433;0;100
2467;1;100
2500;0;96,42857
2533;0;96,42857
2567;0;96,42857
2600;0;82,65306
2633;0;82,65306
2667;0;82,65306
2700;0;78,26087
2733;0;78,26087
2767;0;78,26087
2800;0;78,26087
2833;0;78,26087
2867;0;78,26087
2900;0;78,26087
2933;0;78,26087
2967;0;78,26087
3000;0;78,26087
3033;0;78,26087
3067;0;78,26087
3100;0;78,26087
3133;0;78,26087
3167;0;78,26087
3200;0;78,26087
3233;0;78,26087
3267;1;78,26087
3300;0;67,5
3333;0;67,5
3367;0;67,5
3400;0;67,5
3433;0;68,10811
3467;0;67,5
3500;0;67,5
3533;0;67,02128
3567;0;67,02128
3600;0;67,02128
3633;0;67,02128
3667;0;67,02128
3700;0;67,02128
3733;0;67,02128
3767;0;67,02128
3800;0;67,02128
3833;0;67,02128
3867;0;67,02128
3900;0;67,02128
3933;0;67,02128
3967;0;67,02128
4000;0;67,02128
4033;0;67,02128
4067;1;67,02128
4100;0;65,85366
4133;0;65,85366
4167;0;65,85366
4200;0;65,85366
4233;0;65,85366
4267;0;65,85366
4300;0;65,85366
4333;0;65,85366
4367;0;65,85366
4400;0;65,85366
4433;0;65,85366
4467;0;65,625
4500;0;65,85366
4533;0;64,94846
4567;0;64,94846
4600;0;64,94846
4633;0;64,94846
4667;0;64,94846
4700;0;64,94846
4733;0;64,94846
4767;0;64,94846
4800;0;64,94846
4833;0;64,94846
4867;1;64,94846
4900;0;64,67066
4933;0;64,67066
4967;0;64,67066
5000;0;64,67066
5033;0;64,67066
5067;0;64,67066
5100;0;64,67066
5133;0;64,67066
5167;0;64,67066
5200;0;64,67066
5233;0;64,67066
5267;0;64,67066
5300;0;64,67066
5333;0;64,67066
5367;0;64,67066
5400;0;64,67066
5433;0;64,94846
5467;0;64,67066
5500;0;64,28571
5533;0;64,28571
5567;0;64,28571
5600;0;64,28571
5633;0;64,28571
5667;0;64,28571
5700;0;64,28571
5733;0;64,28571
5767;1;64,28571
5800;0;62,7907
5833;0;62,7907
5867;0;62,7907
5900;0;62,7907
5933;0;62,7907
5967;0;62,7907
6000;0;62,7907
6033;0;62,7907
6067;0;62,7907
6100;0;62,7907
6133;0;62,7907
6167;0;62,7907
6200;0;62,7907
6233;0;62,7907
6267;0;62,7907
6300;0;62,7907
6333;0;62,7907
6367;0;63,63636
6400;0;63,63636
6433;0;62,7907
6467;0;62,68657
6500;0;62,68657
6533;0;62,68657
6567;1;62,68657
6600;0;64,28571
6633;0;64,28571
6667;0;64,28571
6700;0;64,28571
6733;0;64,28571
6767;0;64,28571
6800;0;64,28571
6833;0;64,28571
6867;0;70
6900;0;70
6933;0;70
6967;0;70
7000;0;70
7033;0;70
7067;0;70
7100;0;60
7133;0;60
7167;0;60
7200;0;60
7233;0;60
7267;0;60
7300;0;60
7333;0;60
7367;0;60
7400;0;60
7433;0;60
7467;0;60
7500;0;60
7533;0;60
7567;0;60
7600;0;60
7633;0;60
7667;1;60
7700;0;57,69231
7733;0;57,69231
7767;0;57,69231
7800;0;57,69231
7833;0;57,69231
7867;0;57,69231
7900;0;57,69231
7933;0;57,69231
7967;0;57,14286
8000;0;57,69231
8033;0;56,5445
8067;0;56,84211
8100;0;56,84211
8133;0;56,84211
8167;0;56,84211
8200;0;56,84211
8233;0;56,84211
8267;0;56,84211
8300;0;56,84211
8333;0;56,84211
8367;0;56,84211
8400;0;56,84211
8433;0;56,84211
8467;1;56,84211
8500;0;55,55556
8533;0;55,55556
8567;0;55,55556
8600;0;55,55556
8633;0;55,55556
8667;0;55,55556
8700;0;55,55556
8733;0;55,55556
8767;0;55,55556
8800;0;55,55556
8833;0;55,55556
8867;0;55,55556
8900;0;55,55556
8933;0;56,84211
8967;0;56,84211
9000;0;56,84211
9033;0;56,84211
9067;0;56,84211
9100;0;56,84211
9133;0;56,84211
9167;0;56,84211
9200;0;56,84211
9233;0;56,84211
9267;0;56,84211
9300;0;56,84211
9333;0;56,84211
9367;0;56,84211
9400;1;56,84211
9433;0;55,55556
9467;0;55,55556
9500;0;55,55556
9533;0;55,55556
9567;0;55,55556
9600;0;55,55556
9633;0;55,55556
9667;0;55,55556
9700;0;55,55556
9733;0;55,55556
9767;0;55,55556
9800;0;57,44681
9833;0;57,44681
9867;0;57,44681
9900;0;57,44681
9933;0;57,44681
9967;0;57,44681
10000;0;57,44681
10033;0;57,44681
10067;0;57,44681
10100;0;57,44681
10133;0;57,44681
10167;0;57,44681
10200;0;57,44681
10233;0;57,44681
10267;0;57,44681
10300;0;57,44681
10333;1;57,44681
10367;0;56,96202
10400;0;56,96202
10433;0;56,96202
10467;0;56,96202
10500;0;56,96202
10533;0;56,96202
10567;0;56,96202
10600;0;56,96202
10633;0;56,96202
10667;0;56,96202
10700;0;56,96202
10733;0;56,96202
10767;0;56,96202
10800;0;56,96202
10833;0;56,96202
10867;0;56,96202
10900;0;56,96202
10933;0;56,25
10967;0;56,25
11000;0;56,25
11033;0;56,25
11067;0;56,25
11100;0;56,25
11133;0;56,25
11167;0;56,25
11200;0;56,25
11233;0;56,25
11267;0;56,25
11300;0;56,25
11333;1;56,25
11367;0;54,54546
11400;0;54,54546
11433;0;54,54546
11467;0;54,54546
11500;0;54,54546
11533;0;54,54546
11567;0;54,54546
11600;0;54,54546
11633;0;54,54546
11667;0;54,54546
11700;0;54,54546
11733;0;54,54546
11767;0;54,54546
11800;0;54,54546
11833;0;54,54546
11867;0;54,54546
11900;0;54,54546
11933;0;54,54546
11967;0;55,10204
12000;0;55,10204
12033;0;55,10204
12067;0;55,10204
12100;0;55,10204
12133;0;55,10204
12167;0;55,10204
12200;0;55,10204
12233;1;55,10204
12267;0;59,60265
12300;0;59,60265
12333;0;59,60265
12367;0;65,45454
12400;0;65,45454
12433;0;65,45454
12467;0;65,45454
12500;0;65,45454
12533;0;65,45454
12567;0;65,45454
12600;0;65,45454
12633;0;65,45454
12667;0;65,45454
12700;0;65,45454
12733;0;65,45454
12767;0;65,45454
12800;0;65,45454
12833;0;65,45454
12867;0;65,45454
12900;0;65,28497
12933;0;65,28497
12967;0;64,94846
13000;0;64,94846
13033;0;64,94846
13067;0;64,94846
13100;0;64,94846
13133;0;64,94846
13167;0;64,94846
13200;0;64,94846
13233;0;64,94846
13267;1;64,94846
13300;0;60
13333;0;60
13367;0;60
13400;0;60
13433;0;60
13467;0;60
13500;0;60
13533;0;60
13567;0;60
13600;0;60
13633;0;60
13667;0;60
13700;0;60
13733;1;60
13767;0;60,81081
13800;0;60,81081
13833;0;60,81081
13867;0;60,81081
13900;0;60,81081
13933;0;60,67416
13967;0;60,67416
14000;0;60,67416
14033;0;60,67416
14067;0;60,67416
14100;0;60,67416
14133;0;60,67416
14167;0;60,67416
14200;0;60,67416
14233;0;60,67416
14267;0;60,67416
14300;0;60,33519
14333;0;60,33519
14367;0;60,33519
14400;0;60,33519
14433;0;60,33519
14467;0;60,33519
14500;0;60,33519
14533;0;60,33519
14567;0;60,33519
14600;0;60,33519
14633;0;60,33519
14667;0;60,33519
14700;0;60,33519
14733;0;60,33519
14767;0;60,33519
14800;1;60,33519
14833;0;59,60265
14867;0;59,60265
14900;0;59,60265
14933;0;59,60265
14967;0;59,60265
15000;0;59,60265
15033;0;59,01639
15067;0;59,60265
15100;0;58,37838
15133;0;58,37838
15167;0;58,37838
15200;0;58,37838
15233;0;58,37838
15267;0;58,37838
15300;0;58,37838
15333;0;58,37838
15367;0;58,37838
15400;0;58,37838
15433;0;58,37838
15467;0;58,37838
15500;0;58,37838
15533;0;58,37838
15567;0;58,37838
15600;0;58,37838
15633;0;58,37838
15667;0;58,37838
15700;0;58,37838
15733;1;58,37838
15767;0;56,60378
15800;0;56,60378
15833;0;56,60378
15867;0;56,60378
15900;0;56,60378
15933;0;56,60378
15967;0;56,96202
16000;0;56,96202
16033;0;57,75401
16067;0;57,75401
16100;0;57,75401
16133;0;57,75401
16167;0;57,75401
16200;0;57,75401
16233;0;57,75401
16267;0;57,75401
16300;0;57,75401
16333;0;57,75401
16367;0;57,75401
16400;0;57,75401
16433;0;57,75401
16467;0;57,75401
16500;0;57,75401
16533;0;57,75401
16567;0;57,75401
16600;1;57,75401
16633;0;58,82353
16667;0;58,82353
16700;0;58,82353
16733;0;58,82353
16767;0;58,82353
16800;0;58,82353
16833;0;58,82353
16867;0;58,82353
16900;0;58,82353
16933;0;58,82353
16967;0;58,82353
17000;0;58,82353
17033;0;59,01639
17067;0;58,82353
17100;0;58,37838
17133;0;58,37838
17167;0;58,37838
17200;0;58,37838
17233;0;58,37838
17267;0;58,37838
17300;0;58,37838
17333;0;58,37838
17367;0;58,37838
17400;0;58,37838
17433;0;58,37838
17467;0;58,37838
17500;0;58,37838
17533;0;58,37838
17567;0;58,37838
17600;0;58,37838
17633;0;58,37838
17667;0;58,37838
17700;0;58,37838
17733;1;58,37838
17767;0;58,44156
17800;0;58,44156
17833;0;58,44156
17867;0;58,44156
17900;0;58,44156
17933;0;58,44156
17967;0;58,44156
18000;0;58,44156
18033;0;58,44156
18067;0;58,44156
18100;0;58,44156
18133;0;58,37838
18167;0;58,06452
18200;0;58,06452
