Time[ms]; PeakValue; HR[bpm]
833;1;77,41936
867;1;77,83784
900;0;76,36364
933;0;76,36364
967;0;76,36364
1000;0;76,36364
1033;0;76,19048
1067;0;76,19048
1100;0;76,19048
1133;0;76,19048
1167;0;76,19048
1200;0;76,19048
1233;0;76,19048
1267;0;76,19048
1300;0;76,19048
1333;0;76,19048
1367;0;76,19048
1400;0;76,19048
1433;0;76,19048
1467;0;76,19048
1500;0;76,19048
1533;1;76,19048
1567;1;76,59574
1600;0;77,30061
1633;0;77,30061
1667;0;77,30061
1700;0;77,30061
1733;0;77,30061
1767;0;77,30061
1800;0;77,41936
1833;0;77,41936
1867;0;77,41936
1900;0;77,41936
1933;0;77,41936
1967;0;77,41936
2000;0;77,41936
2033;0;77,41936
2067;0;77,41936
2100;0;77,41936
2133;0;77,41936
2167;0;77,41936
2200;0;77,41936
2233;0;77,41936
2267;0;77,41936
2300;0;77,41936
2333;0;77,41936
2367;0;77,41936
2400;1;77,41936
2433;0;77,77778
2467;0;77,77778
2500;0;77,77778
2533;0;77,77778
2567;0;77,77778
2600;0;77,41936
2633;0;77,41936
2667;0;77,41936
2700;0;77,41936
2733;0;77,41936
2767;0;77,41936
2800;0;77,41936
2833;0;77,41936
2867;0;77,41936
2900;0;77,41936
2933;0;77,41936
2967;0;77,41936
3000;0;77,41936
3033;0;77,41936
3067;0;77,41936
3100;0;77,41936
3133;0;77,41936
3167;0;77,41936
3200;1;77,41936
3233;0;79,24529
3267;0;79,24529
3300;0;79,24529
3333;0;79,24529
3367;0;79,24529
3400;0;78,68852
3433;0;78,68852
3467;0;78,68852
3500;0;78,68852
3533;0;78,68852
3567;0;78,68852
3600;0;78,68852
3633;0;78,68852
3667;0;78,68852
3700;0;78,68852
3733;0;78,68852
3767;0;78,68852
3800;0;78,68852
3833;0;78,68852
3867;0;78,68852
3900;0;78,68852
3933;0;78,68852
3967;0;78,68852
4000;0;78,68852
4033;0;78,68852
4067;0;78,68852
4100;1;78,68852
4133;0;79,24529
4167;0;79,24529
4200;0;79,24529
4233;0;78,26087
4267;0;78,26087
4300;0;78,26087
4333;0;78,26087
4367;0;78,26087
4400;0;78,26087
4433;0;78,26087
4467;0;78,26087
4500;0;78,26087
4533;0;78,26087
4567;0;78,26087
4600;0;78,26087
4633;0;78,26087
4667;0;78,26087
4700;0;78,26087
4733;0;78,26087
4767;0;78,26087
4800;0;78,26087
4833;0;78,26087
4867;0;78,26087
4900;1;78,26087
4933;0;77,30061
4967;0;77,30061
5000;0;77,30061
5033;0;77,30061
5067;0;77,30061
5100;0;77,30061
5133;0;75,78947
5167;0;75,78947
5200;0;75,78947
5233;0;75,78947
5267;0;75,78947
5300;0;75,78947
5333;0;75,78947
5367;0;75,78947
5400;0;75,78947
5433;0;75,78947
5467;0;75,78947
5500;0;75,78947
5533;0;75,78947
5567;0;75,78947
5600;1;75,78947
5633;0;74,55621
5667;0;74,55621
5700;0;74,55621
5733;0;74,55621
5767;0;74,55621
5800;0;74,55621
5833;0;74,55621
5867;0;74,55621
5900;0;74,55621
5933;0;74,55621
5967;0;74,22681
6000;0;74,22681
6033;0;74,22681
6067;0;74,22681
6100;0;74,22681
6133;0;74,22681
6167;0;74,22681
6200;0;74,22681
6233;0;74,22681
6267;0;74,22681
6300;1;74,22681
6333;0;73,25581
6367;0;73,25581
6400;0;73,25581
6433;0;73,25581
6467;0;73,25581
6500;0;73,25581
6533;0;73,25581
6567;0;73,25581
6600;0;73,25581
6633;0;73,25581
6667;0;73,25581
6700;0;73,25581
6733;0;73,84615
6767;0;73,84615
6800;0;73,84615
6833;0;73,84615
6867;0;73,84615
6900;0;73,84615
6933;0;73,84615
6967;0;73,84615
7000;0;73,84615
7033;1;73,84615
7067;0;73,68421
7100;0;73,68421
7133;0;73,68421
7167;0;73,68421
7200;0;73,68421
7233;0;73,68421
7267;0;73,68421
7300;0;73,68421
7333;0;73,68421
7367;0;73,68421
7400;0;73,68421
7433;0;73,68421
7467;0;73,68421
7500;0;73,68421
7533;0;73,68421
7567;0;73,68421
7600;0;73,68421
7633;0;73,68421
7667;0;72,36181
7700;0;72,36181
7733;0;72,36181
7767;0;72,36181
7800;0;72,36181
