Time[ms]; PeakValue; HR[bpm]
833;0;77,77778
867;0;77,77778
900;0;71,64179
933;0;71,64179
967;0;71,64179
1000;1;71,64179
1033;0;72
1067;0;72
1100;0;72
1133;0;72
1167;0;72
1200;0;72
1233;0;72
1267;0;72
1300;0;72
1333;0;72
1367;0;72
1400;0;72
1433;0;72
1467;0;72
1500;0;72
1533;0;72,4138
1567;0;72,4138
1600;0;72,4138
1633;0;72,4138
1667;0;72,72727
1700;0;72,72727
1733;0;72,72727
1767;0;72,72727
1800;0;72,72727
1833;0;81,81818
1867;0;83,72093
1900;0;83,72093
1933;0;83,72093
1967;0;83,72093
2000;0;83,72093
2033;0;83,72093
2067;0;83,72093
2100;0;83,72093
2133;0;83,72093
2167;0;83,72093
2200;0;83,72093
2233;0;83,72093
2267;0;83,72093
2300;0;83,72093
2333;0;84,375
2367;0;84,375
2400;0;84,375
2433;0;84,375
2467;0;84,375
2500;0;84,375
2533;0;84,375
2567;0;84,375
2600;0;84,375
2633;0;84,375
2667;0;84,375
2700;0;84,375
2733;1;84,375
2767;0;83,72093
2800;0;83,72093
2833;0;83,72093
2867;0;83,72093
2900;0;83,72093
2933;0;83,72093
2967;0;83,72093
3000;0;83,72093
3033;0;83,72093
3067;0;83,50516
3100;0;83,50516
3133;0;83,50516
3167;0;83,50516
3200;0;83,50516
3233;0;83,50516
3267;0;83,50516
3300;0;83,50516
3333;0;83,50516
3367;0;83,50516
3400;1;83,50516
3433;0;83,72093
3467;0;83,72093
3500;0;83,72093
3533;0;83,72093
3567;0;83,72093
3600;0;83,72093
3633;0;83,72093
3667;0;83,72093
3700;0;83,72093
3733;0;85,71429
3767;0;85,71429
3800;0;85,71429
3833;0;85,71429
3867;0;85,71429
3900;0;85,71429
3933;0;85,71429
3967;0;85,71429
4000;0;85,71429
4033;0;85,71429
4067;0;85,71429
4100;0;85,71429
4133;1;85,71429
4167;0;85,71429
4200;0;85,71429
4233;0;87,09677
4267;0;87,09677
4300;0;87,09677
4333;0;87,09677
4367;0;87,09677
4400;0;87,09677
4433;0;87,09677
4467;0;87,09677
4500;0;87,09677
4533;0;87,09677
4567;0;87,09677
4600;0;87,09677
4633;0;87,09677
4667;0;87,09677
4700;0;87,09677
4733;0;87,09677
4767;0;87,09677
4800;0;87,09677
4833;1;87,09677
4867;0;89,44099
4900;0;89,44099
4933;0;89,44099
4967;0;89,44099
5000;0;89,44099
5033;0;89,44099
5067;0;89,44099
5100;0;89,44099
5133;0;89,44099
5167;0;89,44099
5200;0;89,44099
5233;0;89,44099
5267;0;89,44099
5300;0;89,44099
5333;0;89,44099
5367;0;89,44099
5400;0;82,65306
5433;0;82,65306
5467;0;82,65306
5500;0;82,65306
5533;0;82,65306
5567;0;82,65306
5600;0;82,65306
5633;0;82,65306
5667;1;82,65306
5700;0;83,23699
5733;0;83,23699
5767;0;83,23699
5800;0;83,23699
5833;0;83,23699
5867;0;83,23699
5900;0;83,23699
5933;0;83,23699
5967;0;83,23699
6000;0;83,23699
6033;0;83,23699
6067;0;83,23699
6100;0;83,23699
6133;0;83,23699
6167;0;82,65306
6200;0;82,65306
6233;0;82,23351
6267;0;82,23351
6300;0;82,23351
6333;0;82,23351
6367;0;82,23351
6400;0;82,23351
6433;1;82,23351
6467;0;81,81818
6500;0;81,81818
6533;0;81,81818
6567;0;81,81818
6600;0;81,81818
6633;0;81,81818
6667;0;81,81818
6700;0;81,81818
6733;0;81,81818
6767;0;81,81818
6800;0;81,81818
6833;0;81,81818
6867;0;82,65306
6900;0;82,65306
6933;0;82,65306
6967;0;82,65306
7000;0;82,65306
7033;0;82,65306
7067;0;82,65306
7100;0;82,65306
7133;1;82,65306
7167;0;80,89888
7200;0;80,89888
7233;0;80,89888
7267;0;80,89888
7300;0;80,89888
7333;0;80,89888
7367;0;80
7400;0;80
7433;0;80
7467;0;80,89888
7500;0;80,89888
7533;0;80,89888
7567;0;80,89888
7600;0;80,89888
7633;0;80,89888
7667;0;80,89888
7700;0;79,80296
7733;1;79,80296
7767;0;78,68852
7800;0;78,68852
7833;0;78,68852
7867;0;78,68852
7900;0;78,68852
7933;0;78,26087
7967;0;78,26087
8000;0;78,26087
8033;0;78,26087
8067;0;78,26087
8100;0;78,26087
8133;0;78,26087
8167;0;78,26087
8200;0;78,26087
8233;0;78,26087
8267;0;78,26087
8300;0;78,26087
8333;0;78,26087
8367;0;78,26087
8400;1;78,26087
8433;0;77,77778
8467;0;77,77778
8500;0;77,77778
8533;0;77,77778
8567;0;77,77778
8600;0;77,77778
8633;0;77,77778
8667;0;77,77778
8700;0;77,77778
8733;0;75
8767;0;77,77778
8800;0;74,22681
8833;0;74,22681
8867;0;74,22681
8900;0;74,22681
8933;0;74,22681
8967;0;64,94846
9000;0;64,94846
9033;0;64,94846
9067;0;55,6701
9100;0;55,6701
9133;1;55,6701
9167;0;52,63158
9200;0;52,63158
9233;0;52,63158
9267;0;52,63158
9300;0;52,63158
9333;0;52,63158
9367;0;52,63158
9400;0;52,63158
9433;0;52,63158
9467;0;52,63158
9500;0;52,63158
9533;0;52,63158
9567;0;52,63158
9600;0;52,63158
9633;0;52,63158
9667;0;52,63158
9700;0;52,63158
9733;0;52,63158
9767;0;52,63158
9800;0;52,63158
9833;0;52,63158
9867;0;52,63158
9900;1;52,63158
9933;0;52,55474
9967;0;52,32558
10000;0;52,55474
10033;0;51,72414
10067;0;52,32558
10100;0;52,32558
10133;0;52,32558
10167;0;52,32558
10200;0;52,32558
10233;0;52,32558
10267;0;52,32558
10300;0;52,32558
10333;0;52,32558
10367;0;52,32558
10400;0;52,32558
10433;0;52,32558
10467;0;52,32558
10500;0;52,32558
10533;0;52,32558
10567;0;52,32558
10600;0;52,32558
10633;0;52,32558
10667;0;52,32558
10700;0;52,32558
10733;0;52,32558
10767;0;52,32558
10800;0;52,32558
10833;0;56,25
10867;0;56,25
10900;0;56,25
10933;0;56,25
10967;0;56,25
11000;0;46,875
11033;1;46,875
11067;0;45,56962
11100;0;45,56962
11133;0;45,56962
11167;0;45,56962
11200;0;45,56962
11233;0;45,56962
11267;0;45,56962
11300;0;45,56962
11333;0;45,56962
11367;0;45,56962
11400;0;45,56962
11433;0;45,56962
11467;0;45,85987
11500;0;45,85987
11533;0;45,85987
11567;0;45,85987
11600;0;45,85987
11633;0;47,87234
11667;0;47,87234
11700;0;47,87234
11733;0;47,87234
11767;0;47,87234
11800;0;47,87234
11833;0;47,87234
11867;0;47,87234
11900;0;47,87234
11933;0;47,87234
11967;0;47,87234
12000;0;47,87234
12033;0;47,87234
12067;0;47,87234
12100;0;47,87234
12133;0;47,87234
12167;1;47,87234
12200;0;44,7205
12233;0;44,7205
12267;0;44,7205
12300;0;44,7205
