Time[ms]; PeakValue; HR[bpm]
833;0;73,68421
867;0;73,68421
900;0;72,36181
933;0;72,36181
967;0;72,36181
1000;0;72,36181
1033;0;72,36181
1067;1;72,36181
1100;0;72,83237
1133;0;72,83237
1167;0;72,83237
1200;0;72,83237
1233;0;72,83237
1267;0;72,83237
1300;0;72,83237
1333;0;72,83237
1367;0;72,83237
1400;0;72,83237
1433;0;72,83237
1467;0;73,25581
1500;0;73,25581
1533;0;73,25581
1567;0;73,25581
1600;0;73,25581
1633;0;73,25581
1667;0;73,25581
1700;0;73,25581
1733;0;73,25581
1767;0;72,36181
1800;0;72,36181
1833;0;72,36181
1867;0;72,36181
1900;0;72,36181
1933;1;72,36181
1967;0;72,83237
2000;0;72,83237
2033;0;72,83237
2067;0;72,83237
2100;0;72,83237
2133;0;72,83237
2167;0;72,83237
2200;0;72,83237
2233;0;72,83237
2267;0;72,83237
2300;0;72
2333;0;72
2367;0;72
2400;0;72
2433;0;72
2467;0;72
2500;0;72
2533;0;72
2567;0;72
2600;0;72
2633;0;72,36181
2667;0;72,36181
2700;0;72,36181
2733;0;72,36181
2767;0;72,36181
2800;1;72,36181
2833;0;72
2867;0;72
2900;0;72
2933;0;72
2967;0;72
3000;0;72
3033;0;72
3067;0;72
3100;0;72
3133;0;72
3167;0;72
3200;0;72
3233;0;72
3267;0;72
3300;0;72
3333;0;72
3367;0;73,09644
3400;0;73,09644
3433;0;73,09644
3467;0;73,09644
3500;0;73,09644
3533;0;73,09644
3567;0;73,09644
3600;1;73,09644
3633;0;72,4138
3667;0;72,4138
3700;0;72,4138
3733;0;72,4138
3767;0;72,4138
3800;0;72,4138
3833;0;72,4138
3867;0;72,4138
3900;0;72,4138
3933;0;71,59091
3967;0;71,59091
4000;0;71,59091
4033;0;71,59091
4067;0;71,59091
4100;0;71,59091
4133;0;71,59091
4167;0;72,72727
4200;0;72,72727
4233;0;72,72727
4267;0;72,72727
4300;0;72,72727
4333;0;72,72727
4367;1;72,72727
4400;0;72
4433;0;72
4467;0;72
4500;0;72
4533;0;72
4567;0;72
4600;0;72
4633;0;72
4667;0;72
4700;0;72
4733;0;72
4767;0;72
4800;0;72
4833;0;72
4867;0;72
4900;0;72
4933;0;72
4967;0;72
5000;0;72
5033;0;72
5067;0;72
5100;0;72
5133;1;72
5167;0;70,58823
5200;0;68,47826
5233;0;68,47826
5267;0;68,47826
5300;0;68,47826
5333;0;68,47826
5367;0;68,47826
5400;0;68,47826
5433;0;68,47826
5467;0;68,47826
5500;0;68,47826
5533;0;68,47826
5567;0;68,47826
5600;0;68,47826
5633;0;68,47826
5667;0;68,47826
5700;0;68,47826
5733;0;68,47826
5767;0;68,47826
5800;0;68,47826
5833;0;68,47826
5867;1;68,47826
5900;0;69,23077
5933;0;69,23077
5967;0;69,23077
6000;0;69,23077
6033;0;69,23077
6067;0;69,23077
6100;0;69,23077
6133;0;68,47826
6167;0;68,47826
6200;0;68,47826
6233;0;68,47826
6267;0;68,47826
6300;0;68,47826
6333;0;68,47826
6367;0;68,47826
6400;0;68,47826
6433;0;68,47826
6467;0;68,47826
6500;0;68,47826
6533;0;68,47826
6567;0;68,47826
6600;0;68,47826
6633;0;68,47826
6667;0;68,47826
6700;0;68,47826
6733;0;68,47826
6767;0;68,47826
6800;1;68,47826
6833;0;68,35443
6867;0;68,35443
6900;0;68,35443
6933;0;68,35443
6967;0;68,85246
7000;0;68,35443
7033;0;68,10811
7067;0;68,10811
7100;0;68,10811
7133;0;68,10811
7167;0;68,10811
7200;0;68,10811
7233;0;68,10811
7267;0;68,10811
7300;0;68,10811
7333;0;68,10811
7367;0;68,10811
7400;0;68,10811
7433;0;68,10811
7467;0;68,10811
7500;0;68,10811
7533;0;68,10811
7567;0;68,10811
7600;0;68,10811
7633;0;68,10811
7667;1;68,10811
7700;0;69,23077
7733;0;69,23077
7767;0;69,23077
7800;0;69,23077
7833;0;69,23077
7867;0;69,23077
7900;0;69,23077
7933;0;69,23077
7967;0;69,23077
8000;0;68,10811
8033;0;68,10811
8067;0;68,10811
8100;0;68,10811
8133;0;68,10811
8167;0;68,10811
8200;0;68,10811
8233;0;68,10811
8267;0;68,10811
8300;0;68,10811
8333;0;68,10811
8367;0;68,10811
8400;0;68,10811
8433;0;68,10811
8467;0;68,10811
8500;0;68,10811
8533;0;68,10811
8567;0;68,10811
8600;0;68,10811
8633;1;68,10811
8667;0;67,08074
8700;0;67,08074
8733;0;67,08074
8767;0;67,08074
8800;0;67,08074
8833;0;67,08074
8867;0;67,08074
8900;0;67,08074
8933;0;67,08074
8967;0;67,08074
9000;0;67,08074
9033;0;67,08074
9067;0;67,08074
9100;0;67,08074
9133;0;67,08074
9167;0;67,08074
9200;0;67,08074
9233;0;67,08074
9267;0;63,31658
9300;0;63,31658
9333;0;63,31658
9367;0;63,31658
9400;0;63,31658
9433;1;63,31658
9467;0;61,01695
9500;0;61,01695
9533;0;61,01695
9567;0;61,01695
9600;0;61,01695
9633;0;71,18644
9667;0;71,18644
9700;0;71,18644
9733;0;71,18644
9767;0;71,18644
9800;0;71,18644
9833;0;71,18644
9867;0;71,18644
9900;0;71,18644
9933;0;71,18644
9967;0;71,18644
10000;0;71,18644
10033;0;71,18644
10067;0;71,18644
10100;0;71,18644
10133;0;71,18644
10167;1;71,18644
10200;0;70,58823
10233;0;70,58823
10267;0;70,58823
10300;0;70,58823
10333;0;70,58823
10367;0;58,82353
10400;0;57,75401
10433;0;67,37968
10467;0;67,37968
10500;0;67,37968
10533;0;67,37968
10567;0;67,37968
10600;0;67,37968
10633;0;67,37968
10667;0;67,37968
10700;0;67,37968
10733;0;67,37968
10767;0;67,37968
10800;0;67,37968
10833;0;67,37968
10867;0;67,37968
10900;0;67,37968
10933;0;67,37968
10967;1;67,37968
11000;0;69,23077
11033;0;68,35443
11067;0;68,35443
11100;0;68,35443
11133;0;68,35443
11167;0;68,35443
11200;0;68,35443
11233;0;68,35443
11267;0;68,35443
11300;0;68,35443
11333;0;68,47826
11367;0;68,47826
11400;0;68,47826
11433;0;68,47826
11467;0;68,47826
11500;0;68,47826
11533;0;68,47826
11567;0;68,47826
11600;0;68,47826
11633;0;68,47826
11667;0;68,47826
11700;0;68,47826
11733;0;68,47826
11767;0;58,69565
11800;0;58,69565
11833;0;58,69565
11867;0;58,69565
11900;0;58,69565
11933;0;58,69565
11967;0;58,69565
12000;1;58,69565
12033;0;57,69231
12067;0;57,69231
12100;0;57,69231
12133;0;57,69231
12167;0;59,66851
12200;0;59,66851
12233;0;59,66851
12267;0;59,66851
12300;0;59,66851
12333;0;59,66851
12367;0;59,66851
12400;0;59,66851
12433;0;59,66851
12467;0;59,66851
12500;0;59,66851
12533;0;59,66851
12567;0;59,66851
12600;0;59,66851
12633;0;59,66851
12667;0;59,66851
12700;0;59,66851
12733;0;59,66851
12767;0;59,66851
12800;0;59,66851
12833;0;59,66851
12867;0;59,66851
12900;0;59,66851
12933;1;59,66851
12967;0;58,44156
13000;0;58,44156
13033;0;58,44156
13067;0;58,44156
13100;0;58,44156
13133;0;58,44156
13167;0;58,44156
13200;0;58,37838
13233;0;58,44156
13267;0;58,44156
13300;0;58,44156
13333;0;58,44156
13367;0;56,84211
13400;0;56,84211
13433;0;56,84211
13467;0;56,84211
13500;0;56,84211
13533;0;56,84211
13567;0;56,84211
