Time[ms]; PeakValue; HR[bpm]
833;1;78,68852
867;0;77,77778
900;0;77,83784
933;0;77,83784
967;0;77,83784
1000;0;77,83784
1033;0;77,83784
1067;0;77,83784
1100;0;77,83784
1133;0;77,83784
1167;0;77,83784
1200;0;77,83784
1233;0;77,83784
1267;0;77,83784
1300;0;77,83784
1333;0;77,83784
1367;0;77,83784
1400;0;77,83784
1433;0;77,83784
1467;0;77,83784
1500;0;77,83784
1533;1;77,83784
1567;0;75
1600;0;75
1633;0;75
1667;0;75
1700;0;75
1733;0;75
1767;0;75
1800;0;75
1833;0;75
1867;0;75
1900;0;75
1933;0;75
1967;0;75
2000;0;75
2033;0;75
2067;0;75
2100;1;75
2133;0;73,25581
2167;0;73,25581
2200;0;73,25581
2233;0;73,25581
2267;0;73,25581
2300;0;73,25581
2333;0;73,25581
2367;0;73,25581
2400;0;73,25581
2433;0;73,25581
2467;0;73,25581
2500;0;73,25581
2533;0;73,25581
2567;0;72,72727
2600;0;72,72727
2633;0;72,72727
2667;0;72,72727
2700;0;72,72727
2733;0;72,72727
2767;1;72,72727
2800;0;72,83237
2833;0;72,83237
2867;0;72,83237
2900;0;72,83237
2933;0;72,83237
2967;0;72,83237
3000;0;72,83237
3033;0;72,83237
3067;0;72,83237
3100;0;72,83237
3133;0;72,83237
3167;0;72,83237
3200;0;72,83237
3233;0;72,83237
3267;0;72,83237
3300;0;72,83237
3333;0;72,83237
3367;0;73,09644
3400;0;73,09644
3433;0;73,09644
3467;0;73,09644
3500;0;73,09644
3533;0;73,09644
3567;0;73,09644
3600;1;73,09644
3633;0;70
3667;0;70
3700;0;70
3733;0;70
3767;0;70
3800;0;70
3833;0;70
3867;0;70
3900;0;70
3933;0;70
3967;0;70
4000;0;70
4033;0;70
4067;0;70
4100;0;70
4133;0;70
4167;1;70
4200;0;76,05634
4233;0;76,05634
4267;0;76,05634
4300;0;76,05634
4333;0;76,05634
4367;0;73,25581
4400;0;73,25581
4433;0;73,25581
4467;0;73,25581
4500;0;73,25581
4533;0;73,25581
4567;0;72,83237
4600;0;72,83237
4633;0;72,83237
4667;0;72,83237
4700;0;72,83237
4733;0;72,83237
4767;0;72,83237
4800;0;72,83237
4833;0;72,83237
4867;0;72,83237
4900;0;72,83237
4933;0;73,25581
4967;0;73,25581
5000;0;73,25581
5033;0;73,25581
5067;0;73,25581
5100;0;73,25581
5133;0;73,25581
5167;0;73,25581
5200;0;73,09644
5233;0;73,09644
5267;0;73,09644
5300;0;73,09644
5333;0;73,09644
5367;0;73,09644
5400;0;73,09644
5433;1;73,09644
5467;0;72,83237
5500;0;72,83237
5533;0;72,83237
5567;0;72,83237
5600;0;72,83237
5633;0;72,83237
5667;0;72,83237
5700;0;72,83237
5733;0;72,83237
5767;0;72,83237
5800;0;72,83237
5833;0;72,83237
5867;0;72,83237
5900;0;74,22681
5933;0;74,22681
5967;0;74,22681
6000;0;74,22681
6033;0;74,22681
6067;0;74,22681
6100;0;74,22681
6133;0;74,22681
6167;0;74,22681
6200;0;74,22681
6233;1;74,22681
6267;0;72,83237
6300;0;72,83237
6333;0;72,83237
6367;0;72,83237
6400;0;72,83237
6433;0;72,83237
6467;0;72,83237
6500;0;72,83237
6533;0;75
6567;0;75
6600;0;75
6633;0;75
6667;0;75
6700;0;75
6733;0;75
6767;0;75
6800;0;75
6833;0;75
6867;0;75
6900;0;75
6933;1;75
6967;0;74,55621
7000;0;74,55621
7033;0;74,55621
7067;0;74,55621
7100;0;77,41936
7133;0;77,41936
7167;0;77,41936
7200;0;77,41936
7233;0;77,41936
7267;0;77,41936
7300;0;77,41936
7333;0;77,41936
7367;0;77,41936
7400;0;77,41936
7433;0;77,41936
7467;0;77,41936
7500;0;77,41936
7533;0;77,41936
7567;0;77,41936
7600;0;77,41936
7633;0;77,41936
7667;0;77,41936
7700;1;77,41936
7733;0;80
7767;0;80
7800;0;80
7833;0;80
7867;0;80
7900;0;80
7933;0;80
7967;0;80
8000;0;80
8033;0;80
8067;0;80
8100;0;80
8133;0;80
8167;0;80
8200;0;80
8233;0;80
8267;0;80
8300;0;80
8333;0;80
8367;0;80
8400;0;81
8433;0;81
8467;0;81
8500;0;81
8533;1;81
8567;0;82,28571
8600;0;82,28571
8633;0;82,28571
8667;0;82,28571
8700;0;82,28571
8733;0;82,28571
8767;0;82,28571
8800;0;82,28571
8833;0;82,28571
8867;0;82,28571
8900;0;82,28571
8933;0;82,28571
8967;0;82,28571
9000;0;82,28571
9033;0;82,28571
9067;0;82,28571
9100;0;82,65306
9133;0;82,65306
9167;0;82,65306
9200;0;82,65306
9233;0;82,65306
9267;0;82,65306
9300;0;82,65306
9333;0;82,65306
9367;1;82,65306
9400;0;83,72093
9433;0;83,72093
9467;0;83,72093
9500;0;83,72093
9533;0;83,72093
9567;0;83,72093
9600;0;83,72093
9633;0;83,72093
9667;0;83,72093
9700;0;83,72093
9733;0;83,72093
9767;0;83,72093
9800;0;85,26316
9833;0;85,26316
9867;0;85,26316
9900;0;85,26316
9933;0;85,26316
9967;0;85,26316
10000;0;85,26316
10033;0;85,26316
10067;0;85,26316
10100;0;85,26316
10133;0;85,26316
10167;1;85,26316
10200;0;90
10233;0;90
10267;0;91,52542
10300;0;91,52542
10333;0;91,52542
10367;0;91,52542
10400;0;91,52542
10433;0;91,52542
10467;0;91,52542
10500;0;91,52542
10533;0;91,52542
10567;0;91,52542
10600;0;91,52542
10633;0;91,52542
10667;0;91,52542
10700;0;91,52542
10733;0;91,52542
10767;0;91,52542
10800;0;91,52542
10833;0;91,52542
10867;0;91,52542
10900;0;91,52542
10933;0;91,52542
10967;0;90,90909
11000;0;90,90909
11033;0;90,90909
11067;0;90,90909
11100;0;90,90909
11133;0;90,90909
11167;1;90,90909
11200;0;93,64162
11233;0;93,64162
