Time[ms]; PeakValue; HR[bpm]
833;1;72
867;1;72,36181
900;1;72,72727
933;1;73,09644
967;0;71,18644
1000;0;71,59091
1033;0;71,59091
1067;0;81,81818
1100;0;91,52542
1133;0;91,52542
1167;0;93,75
1200;0;103,125
1233;0;103,125
1267;0;103,125
1300;0;103,125
1333;0;111,9171
1367;0;121,2435
1400;0;130,5699
1433;0;130,5699
1467;0;130,5699
1500;0;130,5699
1533;1;130,5699
1567;0;140,625
1600;0;140,625
1633;0;140,625
1667;0;140,625
1700;0;140,625
1733;0;140,625
1767;0;140,625
1800;0;140,625
1833;0;140,625
1867;0;140,625
1900;0;140,625
1933;0;140,625
1967;1;140,625
2000;0;140
2033;0;139,8964
2067;0;139,8964
2100;0;139,8964
2133;0;139,8964
2167;0;139,8964
2200;0;139,8964
2233;0;139,8964
2267;0;139,8964
2300;0;139,8964
2333;0;140,625
2367;1;140,625
2400;0;140
2433;0;140
2467;0;140
2500;0;140
2533;0;140
2567;0;136,3636
2600;0;136,3636
2633;0;136,3636
2667;0;136,3636
2700;0;136,3636
2733;0;136,3636
2767;1;136,3636
2800;0;135,4839
2833;0;135,4839
2867;0;135,4839
2900;0;135,4839
2933;0;135,4839
2967;0;136,3636
3000;0;136,3636
3033;0;136,3636
3067;0;136,3636
3100;0;136,3636
3133;0;136,3636
3167;1;136,3636
3200;0;135,4839
3233;0;135,4839
3267;0;135,4839
3300;0;135,4839
3333;0;135,4839
3367;0;136,3636
3400;0;136,3636
3433;0;136,3636
3467;0;136,3636
3500;0;136,3636
3533;0;136,3636
3567;1;136,3636
3600;0;135,4839
3633;0;135,4839
3667;0;135,4839
3700;0;135,4839
3733;0;135,4839
3767;0;135,4839
3800;0;137,0558
3833;0;137,0558
3867;0;137,0558
3900;0;137,0558
3933;0;137,0558
3967;1;137,0558
4000;0;136,2162
4033;0;136,2162
4067;0;138,4615
4100;0;138,4615
4133;0;138,4615
4167;0;138,4615
4200;0;138,4615
4233;0;138,4615
4267;0;138,4615
4300;0;138,4615
4333;0;138,4615
4367;1;138,4615
4400;0;136,2162
4433;0;136,2162
4467;0;139,1753
4500;0;139,1753
4533;0;139,1753
4567;0;139,1753
4600;0;139,1753
4633;0;139,1753
4667;0;139,1753
4700;1;139,1753
4733;0;148,3517
4767;0;148,3517
4800;0;148,3517
4833;0;148,3517
4867;0;148,3517
4900;0;148,3517
4933;0;148,3517
4967;0;148,3517
5000;0;148,3517
5033;0;138,4615
5067;0;138,4615
5100;0;139,8964
5133;0;139,8964
5167;0;139,8964
5200;0;139,8964
5233;0;139,8964
5267;0;139,8964
5300;0;139,8964
5333;0;139,8964
5367;0;139,8964
5400;0;139,8964
5433;0;139,8964
5467;1;141,1765
5500;0;142,1053
5533;0;142,1053
5567;0;142,1053
5600;0;142,1053
5633;0;142,1053
5667;0;142,1053
5700;0;142,1053
5733;0;142,1053
5767;0;142,1053
5800;0;142,1053
5833;0;143,2836
5867;0;143,2836
5900;0;143,2836
5933;1;143,2836
5967;0;143,617
6000;0;143,617
6033;0;143,617
6067;0;143,617
6100;0;143,617
6133;0;143,617
6167;0;143,617
6200;0;143,617
6233;0;143,617
6267;0;143,617
6300;0;142,5743
6333;0;142,5743
6367;1;142,5743
6400;0;141,3613
6433;0;141,3613
6467;0;141,3613
6500;0;141,3613
6533;0;141,3613
6567;0;141,3613
6600;0;141,3613
6633;0;141,3613
6667;0;141,3613
6700;0;141,3613
6733;1;141,1765
6767;0;140,625
6800;0;140,625
6833;0;140,625
6867;0;140,625
6900;0;140,625
6933;0;140,625
6967;0;140,625
7000;0;140,625
7033;0;150
7067;0;150,7853
7100;0;150,7853
7133;1;150
7167;0;150
7200;0;150
7233;0;150
7267;0;150
7300;0;150
7333;0;150
7367;0;150
7400;0;150
7433;0;150
7467;0;150
7500;0;150
7533;1;150
7567;0;150
7600;0;150
7633;0;150
7667;0;150
7700;0;150
7733;0;150
7767;0;150
7800;0;150
7833;0;150
7867;0;150
7900;0;150
7933;1;150
7967;0;150
8000;0;150
8033;0;150
8067;0;150
8100;0;150
8133;0;150
8167;0;150,7853
8200;0;141,3613
8233;0;141,3613
8267;0;141,3613
8300;0;141,3613
8333;0;141,3613
8367;1;141,3613
8400;0;140,625
8433;0;140,625
8467;0;140,625
8500;0;140,625
8533;0;140,625
8567;0;140,625
8600;0;140,625
8633;0;140,625
8667;0;140,625
8700;0;140,625
8733;0;140,625
8767;0;140,625
8800;1;141,1765
8833;0;144,385
8867;0;143,617
8900;0;143,617
8933;0;143,617
8967;0;143,617
9000;0;143,617
9033;0;143,617
9067;0;143,617
9100;0;143,617
9133;0;143,617
9167;0;143,617
9200;0;143,617
9233;0;143,617
9267;0;143,2836
9300;0;143,2836
9333;0;143,2836
9367;1;143,2836
9400;0;142,8571
