Time[ms]; PeakValue; HR[bpm]
833;0;82,23351
867;0;82,23351
900;0;82,23351
933;0;82,23351
967;0;82,23351
1000;0;82,23351
1033;1;82,23351
1067;0;83,72093
1100;0;83,72093
1133;0;83,72093
1167;0;83,72093
1200;0;83,72093
1233;0;83,72093
1267;0;83,72093
1300;0;83,72093
1333;0;83,72093
1367;0;83,72093
1400;0;86,17021
1433;0;86,17021
1467;0;86,17021
1500;0;83,23699
1533;0;83,23699
1567;0;83,23699
1600;0;83,23699
1633;0;83,23699
1667;0;83,23699
1700;0;83,23699
1733;0;83,23699
1767;0;83,23699
1800;0;83,23699
1833;1;83,23699
1867;0;85,13513
1900;0;85,13513
1933;0;85,13513
1967;0;85,13513
2000;0;85,13513
2033;0;85,13513
2067;0;85,13513
2100;0;77,00535
2133;0;77,00535
2167;0;77,00535
2200;0;77,00535
2233;0;86,63102
2267;0;86,63102
2300;0;86,63102
2333;0;86,63102
2367;0;86,63102
2400;0;86,63102
2433;0;86,63102
2467;0;86,63102
2500;0;86,63102
2533;0;86,63102
2567;0;86,63102
2600;0;86,63102
2633;0;86,63102
2667;1;86,63102
2700;0;88,34356
2733;0;88,34356
2767;0;88,52459
2800;0;88,52459
2833;0;88,52459
2867;0;88,52459
2900;0;88,52459
2933;0;88,52459
2967;0;88,52459
3000;0;88,52459
3033;0;88,52459
3067;0;88,52459
3100;0;88,52459
3133;0;88,52459
3167;0;88,52459
3200;0;88,52459
3233;0;88,52459
3267;0;88,52459
3300;0;88,52459
3333;0;88,52459
3367;0;88,52459
3400;0;88,52459
3433;0;88,66995
3467;1;88,66995
3500;0;90
3533;0;90
3567;0;90
3600;0;90
3633;0;90
3667;0;90
3700;0;90
3733;0;90
3767;0;90
3800;0;90
3833;0;90
3867;0;90
3900;0;90
3933;0;90
3967;0;90
4000;0;90
4033;0;90
4067;0;90
4100;0;90
4133;0;90
4167;0;90
4200;0;90
4233;1;90
4267;0;90
4300;0;90
4333;0;90
4367;0;90
4400;0;90
4433;0;90
4467;0;90
4500;0;90
4533;0;90
4567;0;90
4600;0;90
4633;0;90
4667;0;90
4700;0;90
4733;0;90
4767;0;90
4800;0;90
4833;0;90
4867;0;90
4900;1;88,23529
4933;0;88,52459
4967;0;88,52459
5000;0;88,52459
5033;0;88,52459
5067;0;88,52459
5100;0;88,52459
5133;0;88,52459
5167;0;88,52459
5200;0;88,52459
5233;0;88,52459
5267;0;88,52459
5300;0;88,52459
5333;0;88,52459
5367;0;88,52459
5400;0;88,52459
5433;0;88,52459
5467;0;88,52459
5500;0;88,52459
5533;0;88,52459
5567;0;88,52459
5600;1;88,52459
5633;0;88,34356
5667;0;87,09677
5700;0;87,09677
5733;0;87,09677
5767;0;87,09677
5800;0;87,09677
5833;0;87,09677
5867;0;87,09677
5900;0;87,09677
5933;0;87,09677
5967;0;87,09677
6000;0;87,09677
6033;0;87,09677
6067;0;87,09677
6100;0;87,09677
6133;0;87,09677
6167;0;87,09677
6200;0;87,09677
6233;0;87,09677
6267;1;87,09677
6300;0;86,74699
6333;0;86,74699
6367;0;86,74699
6400;0;86,74699
6433;0;86,74699
6467;0;86,74699
6500;0;86,74699
6533;0;86,74699
6567;0;86,74699
6600;0;86,74699
6633;0;86,74699
6667;0;86,74699
6700;0;86,74699
6733;0;81,81818
6767;0;81,81818
6800;0;81,81818
6833;0;81,81818
6867;0;81,81818
6900;0;82,23351
6933;1;82,23351
6967;0;81,35593
7000;0;81,35593
7033;0;81,35593
7067;0;80,89888
7100;0;80,89888
7133;0;80,89888
7167;0;80,89888
7200;0;80,89888
7233;0;80,89888
7267;0;80,89888
7300;0;80,89888
7333;0;80,89888
7367;0;80,89888
7400;0;80,89888
7433;0;80,89888
7467;0;81
7500;0;80,89888
7533;0;80,59702
7567;0;81
7600;1;81
7633;0;79,55801
7667;0;79,55801
7700;0;79,55801
7733;0;79,55801
7767;0;79,55801
7800;0;79,55801
7833;0;79,55801
7867;0;79,55801
7900;0;79,55801
7933;0;79,55801
7967;0;79,55801
8000;0;79,55801
8033;0;79,55801
8067;0;79,55801
8100;0;79,55801
8133;0;79,55801
8167;0;79,55801
8200;0;79,55801
8233;1;79,55801
8267;0;78,26087
8300;0;78,26087
8333;0;78,26087
8367;0;78,26087
8400;0;78,26087
