Time[ms]; PeakValue; HR[bpm]
833;0;96,77419
867;0;96,77419
900;0;96,77419
933;0;96,77419
967;0;96,77419
1000;0;96,77419
1033;0;96,77419
1067;0;96,77419
1100;0;96,77419
1133;1;96,77419
1167;0;96,42857
1200;0;95,74468
1233;0;95,74468
1267;0;95,74468
1300;0;95,74468
1333;0;95,74468
1367;0;95,74468
1400;0;95,74468
1433;0;95,74468
1467;0;95,74468
1500;0;95,74468
1533;0;95,74468
1567;0;95,74468
1600;0;95,74468
1633;0;95,74468
1667;0;95,74468
1700;0;95,74468
1733;1;95,74468
1767;0;96,25668
1800;0;96,25668
1833;0;96,25668
1867;0;96,25668
1900;0;96,25668
1933;0;96,25668
1967;0;96,25668
2000;0;96,25668
2033;0;96,25668
2067;0;96,25668
2100;0;96,25668
2133;0;96,25668
2167;0;96,25668
2200;0;96,25668
2233;0;96,25668
2267;0;98,0198
2300;0;98,0198
2333;1;98,0198
2367;0;96,77419
2400;0;96,77419
2433;0;96,77419
2467;0;96,77419
2500;0;96,77419
2533;0;96,77419
2567;0;96,77419
2600;0;96,77419
2633;0;96,77419
2667;0;96,77419
2700;0;96,77419
2733;0;96,77419
2767;0;96,77419
2800;0;98,0198
2833;0;98,0198
2867;1;98,0198
2900;0;101,6949
2933;0;101,6949
2967;0;101,6949
3000;0;101,6949
3033;0;101,6949
3067;0;101,6949
3100;0;101,6949
3133;0;101,6949
3167;0;101,6949
3200;0;101,6949
3233;0;101,6949
3267;0;101,6949
3300;0;101,6949
3333;0;101,6949
3367;0;101,6949
3400;0;101,6949
3433;0;101,6949
3467;0;101,6949
3500;0;100
3533;0;100
3567;0;100
3600;0;100
3633;0;100
3667;0;100
3700;1;100
3733;0;98,9011
3767;0;98,9011
3800;0;98,9011
3833;0;98,9011
3867;0;98,9011
3900;0;98,9011
3933;0;98,9011
3967;0;98,9011
4000;0;98,9011
4033;0;98,9011
4067;0;98,9011
4100;0;98,9011
4133;0;98,50746
4167;0;98,50746
4200;0;98,50746
4233;1;98,50746
4267;0;96,25668
4300;0;96,25668
4333;0;96,25668
4367;0;96,25668
4400;0;96,25668
4433;0;96,25668
4467;0;96,25668
4500;0;96,25668
4533;0;96,25668
4567;0;96,25668
4600;0;96,25668
4633;0;96,25668
4667;0;97,53695
4700;1;97,53695
4733;0;97,29729
4767;0;97,29729
4800;0;97,29729
4833;0;97,82609
4867;0;97,82609
4900;0;97,82609
4933;0;97,82609
4967;0;97,82609
5000;0;97,82609
5033;0;101,0204
5067;0;101,0204
5100;0;101,0204
5133;0;101,0204
5167;0;100,5076
5200;0;100,5076
