Time[ms]; PeakValue; HR[bpm]
833;0;116,129
867;0;116,129
900;0;116,129
933;0;116,129
967;0;115,2709
1000;1;115,2709
1033;0;118,6813
1067;0;118,6813
1100;0;118,6813
1133;0;118,6813
1167;0;118,6813
1200;0;118,6813
1233;0;118,6813
1267;0;118,6813
1300;0;118,6813
1333;0;118,0328
1367;0;118,0328
1400;0;118,0328
1433;0;118,0328
1467;0;118,1818
1500;0;118,1818
1533;0;118,1818
1567;0;118,1818
1600;0;118,1818
1633;0;118,1818
1667;1;118,1818
1700;0;118,6813
1733;0;118,6813
1767;0;118,6813
1800;0;118,6813
1833;0;118,6813
1867;0;118,6813
1900;0;118,6813
1933;0;118,6813
1967;0;118,6813
2000;0;118,0328
2033;0;108,1967
2067;0;108,1967
2100;0;108,1967
2133;0;108,7912
2167;0;108,7912
2200;0;108,7912
2233;0;105,2632
2267;0;105,2632
2300;0;105,2632
2333;0;105,2632
2367;0;105,8824
2400;0;95,29412
2433;0;84,70588
2467;0;81,40704
2500;0;72,36181
2533;0;72,36181
2567;0;72,36181
2600;0;72,36181
2633;1;72,36181
2667;0;73,68421
2700;0;73,68421
2733;0;73,68421
2767;0;73,68421
2800;0;73,68421
2833;0;73,25581
2867;0;73,25581
2900;0;73,25581
2933;0;73,25581
2967;0;73,25581
3000;0;73,25581
3033;0;73,25581
3067;0;73,25581
3100;0;72,83237
3133;0;72,83237
3167;0;72,83237
3200;0;72,83237
3233;0;72,83237
3267;0;73,09644
3300;0;73,09644
3333;0;73,09644
3367;0;73,09644
3400;0;73,46939
3433;0;73,46939
3467;0;73,46939
3500;1;73,46939
3533;0;72,4138
3567;0;72,4138
3600;0;72,4138
3633;0;72,4138
3667;0;72,4138
3700;0;72,4138
3733;0;72,4138
3767;0;72,4138
3800;0;72,4138
3833;0;72,4138
3867;0;72,4138
3900;0;72,4138
3933;0;73,84615
3967;0;73,84615
4000;0;73,84615
4033;0;73,09644
4067;0;73,09644
4100;0;73,09644
4133;0;72,72727
4167;0;72,72727
4200;1;72,72727
4233;0;72,83237
4267;0;72,83237
4300;0;72,4138
4333;0;72,4138
4367;0;72,4138
4400;0;72,4138
4433;0;72,4138
4467;0;72,4138
4500;0;76,59574
4533;0;76,59574
4567;0;76,59574
4600;0;76,59574
4633;0;76,59574
4667;0;86,17021
4700;0;86,17021
4733;0;86,17021
4767;0;86,17021
4800;0;86,17021
4833;0;86,17021
4867;0;86,17021
4900;0;86,17021
4933;0;86,17021
4967;0;89,10891
5000;0;89,10891
5033;1;89,10891
5067;0;88,04348
5100;0;88,04348
5133;0;88,04348
5167;0;88,04348
5200;0;88,04348
5233;0;88,04348
5267;0;88,04348
5300;0;88,04348
5333;0;88,04348
5367;0;88,04348
5400;0;88,04348
5433;0;88,04348
5467;0;88,04348
5500;0;88,04348
5533;0;88,04348
5567;0;88,04348
5600;0;88,04348
5633;1;88,04348
5667;0;85,71429
5700;0;85,71429
5733;0;85,71429
5767;0;76,19048
5800;0;76,19048
5833;0;76,19048
5867;0;76,19048
5900;0;76,19048
5933;0;76,59574
5967;0;76,59574
6000;0;76,59574
6033;0;76,59574
6067;0;76,59574
6100;0;76,59574
6133;0;67,02128
6167;0;67,02128
6200;1;67,02128
6233;0;75
6267;0;75
6300;0;75
6333;0;75
6367;0;75
6400;0;75
6433;0;75
