Time[ms]; PeakValue; HR[bpm]
833;0;146,7391
867;0;146,7391
900;0;146,9388
933;0;138,4615
967;0;139,1753
1000;0;110,7692
1033;0;99,44752
1067;0;98,50746
1100;0;99
1133;0;99
1167;1;99
1200;0;100
1233;0;100
1267;0;90
1300;0;90
1333;0;90
1367;0;90
1400;0;90
1433;0;90
1467;0;88,88889
1500;0;88,88889
1533;0;88,88889
1567;0;67,08074
1600;0;73,09644
1633;0;73,09644
1667;0;88,88889
1700;0;72
1733;0;81
1767;0;72
1800;0;72
1833;1;72
1867;0;67,02128
1900;0;67,37968
1933;0;77,00535
1967;0;77,41936
2000;0;77,41936
2033;0;77,41936
2067;0;77,41936
2100;0;87,09677
2133;0;77,41936
2167;0;77,41936
2200;0;87,09677
2233;0;87,09677
2267;1;87,09677
2300;0;84,70588
2333;0;85,26316
2367;0;85,26316
2400;0;85,26316
2433;0;85,26316
2467;0;85,26316
2500;0;85,26316
2533;0;85,26316
2567;0;85,26316
2600;0;85,26316
2633;0;85,26316
2667;0;85,26316
2700;0;90
2733;0;90
2767;0;90,45226
2800;1;90,90909
2833;0;89,50276
2867;0;89,01099
2900;0;89,50276
2933;0;89,50276
2967;0;89,50276
3000;0;99,44752
3033;0;99,44752
3067;0;102,0619
3100;0;102,0619
3133;0;102,0619
3167;0;102,0619
3200;0;102,0619
3233;0;102,0619
3267;0;102,0619
3300;0;102,0619
3333;0;102,0619
3367;0;102,0619
3400;1;102,0619
3433;0;99,44752
3467;0;99,44752
3500;0;102,0619
3533;0;102,0619
3567;0;102,0619
3600;0;102,0619
3633;0;102,0619
3667;0;102,0619
3700;0;102,0619
3733;0;102,0619
3767;0;102,0619
3800;0;102,0619
3833;1;102,0619
3867;0;100
3900;0;100
3933;0;100
3967;0;102,0619
4000;0;102,0619
4033;0;102,0619
4067;0;102,0619
4100;0;102,0619
4133;0;102,0619
4167;0;102,0619
4200;0;111,3402
4233;0;111,3402
4267;0;111,3402
4300;1;111,3402
4333;0;110
4367;0;110
4400;0;110
4433;0;110
4467;0;110
4500;0;110
4533;0;110
4567;0;110
4600;0;110
4633;0;108
4667;0;108
4700;0;117
4733;0;117
4767;1;117
4800;0;122,7273
4833;0;122,7273
4867;0;122,7273
4900;0;122,7273
4933;0;122,7273
4967;0;122,7273
5000;0;122,7273
5033;0;122,7273
5067;0;122,7273
5100;0;122,7273
5133;0;122,7273
5167;0;124,4681
5200;0;124,4681
5233;0;124,4681
5267;0;124,4681
5300;0;124,4681
5333;0;124,4681
5367;0;124,4681
5400;0;124,4681
5433;0;124,4681
5467;0;124,4681
5500;0;124,4681
5533;0;124,4681
5567;1;124,4681
5600;0;125,5814
5633;0;125,8064
5667;0;125,8064
5700;0;125,8064
5733;0;125,8064
5767;0;125,8064
5800;0;125,8064
5833;0;125,8064
5867;0;125,8064
5900;0;125,8064
5933;0;125,8064
5967;0;125,8064
6000;0;125,8064
6033;0;125,8064
6067;0;126
6100;1;126
6133;0;127,8689
6167;0;127,8689
6200;0;127,8689
6233;0;127,8689
6267;0;127,8689
6300;0;127,8689
6333;0;127,8689
6367;0;127,8689
6400;0;127,8689
6433;0;127,8689
6467;0;127,8689
6500;0;128,5714
6533;0;126,6332
6567;0;126,6332
6600;0;126,6332
6633;0;126,6332
6667;0;126,6332
6700;1;126,6332
6733;0;126,4865
6767;0;126,4865
6800;0;126,4865
6833;0;126,4865
6867;0;126,4865
6900;0;126,4865
6933;0;126,4865
6967;0;126,4865
7000;0;126,4865
7033;0;126,4865
7067;0;126,4865
7100;0;126,4865
7133;0;124,1379
7167;1;126,4865
7200;0;123,8095
7233;0;123,8095
7267;0;105,3191
7300;0;105,3191
7333;0;105,8824
7367;0;105,8824
7400;0;105,8824
7433;0;108,5427
7467;0;108,5427
7500;0;117,5879
7533;0;117,5879
7567;0;117,5879
7600;1;117,5879
7633;0;115,508
7667;0;115,508
7700;0;115,508
7733;0;115,508
7767;0;115,508
7800;0;115,508
7833;0;117,5879
7867;0;117,5879
7900;0;117,5879
7933;0;117,5879
7967;0;126,6332
8000;1;126,6332
8033;0;126,4865
8067;0;126,4865
8100;0;126,4865
8133;0;126,4865
8167;0;126,4865
8200;0;126,4865
8233;0;126,4865
8267;0;126,4865
8300;0;126,6332
8333;0;126,6332
8367;0;126,6332
8400;0;126,6332
8433;0;126,6332
8467;1;126,6332
8500;0;126,4865
8533;0;126,4865
8567;0;126,4865
8600;0;126,4865
8633;0;126,4865
8667;0;126,4865
8700;0;126,4865
8733;0;127,2727
8767;0;127,2727
8800;0;127,2727
8833;0;127,2727
8867;0;127,2727
8900;0;127,2727
8933;1;127,2727
8967;0;127,1739
9000;0;127,1739
9033;0;127,1739
9067;0;127,1739
9100;0;127,1739
9133;0;127,1739
9167;0;127,1739
9200;0;127,1739
9233;0;127,1739
9267;0;127,1739
9300;0;127,1739
9333;0;127,1739
9367;0;127,1739
9400;1;123,5294
9433;0;123,1579
9467;0;123,1579
9500;0;123,1579
9533;0;123,1579
9567;0;123,1579
9600;0;123,1579
9633;0;123,1579
9667;0;123,1579
9700;0;123,1579
9733;0;123,1579
9767;0;123,1579
9800;0;124,7525
9833;0;124,7525
9867;1;124,7525
9900;0;123,8095
9933;0;123,8095
9967;0;123,8095
10000;0;123,8095
10033;0;123,8095
10067;0;123,8095
10100;0;123,8095
10133;0;123,8095
10167;0;123,8095
10200;0;123,8095
