Time[ms]; PeakValue; HR[bpm]
833;1;52,63158
867;1;52,94118
900;0;50,70422
933;0;50,70422
967;0;50,70422
1000;0;50,70422
1033;0;50,70422
1067;0;50,70422
1100;0;49,18033
1133;0;49,18033
1167;0;49,18033
1200;0;49,18033
1233;0;49,18033
1267;0;49,18033
1300;0;49,18033
1333;0;49,18033
1367;0;49,18033
1400;0;49,18033
1433;0;49,18033
1467;0;49,18033
1500;0;49,18033
1533;0;49,18033
1567;0;49,18033
1600;0;49,18033
1633;0;49,18033
1667;0;49,18033
1700;0;49,18033
1733;0;49,18033
1767;0;49,45055
1800;0;49,45055
1833;1;49,45055
1867;0;48,32215
1900;0;48,32215
1933;0;48,32215
1967;0;48,32215
2000;0;48,32215
2033;0;48,32215
2067;0;48,32215
2100;0;48,32215
2133;0;50
2167;0;50,27933
2200;0;50,27933
2233;0;50,27933
2267;0;50,27933
2300;0;50,27933
2333;0;50,27933
2367;0;50,27933
2400;0;50,27933
2433;0;50,27933
2467;0;50,27933
2500;0;50,27933
2533;0;50,27933
2567;0;50,27933
2600;0;50,27933
2633;0;50,27933
2667;0;50,27933
2700;0;50,27933
2733;0;50,27933
2767;0;50,27933
2800;0;50,27933
2833;0;50,27933
2867;0;50,27933
2900;0;50,27933
2933;1;50,27933
2967;0;54,96183
3000;0;54,96183
3033;0;54,96183
3067;0;54,96183
3100;0;57,32484
3133;0;57,32484
3167;0;57,32484
3200;0;57,32484
3233;0;57,69231
3267;0;57,69231
3300;0;57,69231
3333;0;57,69231
3367;0;57,69231
3400;0;57,69231
3433;0;57,69231
3467;0;57,69231
3500;0;57,69231
3533;0;57,69231
3567;0;57,69231
3600;0;57,69231
3633;0;61,01695
3667;0;61,01695
3700;0;61,01695
3733;0;61,01695
3767;0;61,01695
3800;0;61,01695
3833;0;61,01695
3867;0;61,01695
3900;0;61,01695
3933;0;61,01695
3967;0;61,01695
4000;0;61,01695
4033;0;61,01695
4067;0;61,01695
4100;0;61,01695
4133;0;61,01695
4167;0;61,01695
4200;0;61,01695
4233;0;61,01695
4267;0;61,01695
4300;0;61,01695
4333;0;61,01695
4367;0;61,01695
4400;0;61,01695
4433;0;61,01695
4467;0;59,21053
4500;0;59,21053
4533;0;59,21053
4567;0;60
4600;0;60
4633;0;60
4667;0;60
4700;0;60
4733;0;60
4767;0;60
4800;0;60
4833;0;60
4867;0;60
4900;0;60
4933;0;60
4967;0;60
5000;0;60
5033;0;60
5067;0;60
5100;0;60
5133;0;60
5167;0;60
5200;0;60
5233;0;60
5267;0;60
5300;0;60
5333;0;60
5367;1;60
5400;0;62,06897
5433;0;62,06897
5467;0;62,06897
5500;0;62,7907
5533;0;62,7907
5567;0;62,7907
5600;0;62,7907
5633;0;62,7907
5667;0;62,7907
5700;0;62,7907
5733;0;62,7907
5767;0;62,7907
5800;0;62,42775
5833;0;62,42775
5867;0;62,42775
5900;0;62,42775
5933;0;62,42775
5967;0;62,42775
6000;0;62,42775
6033;0;62,42775
6067;0;62,42775
6100;0;62,42775
6133;0;62,42775
6167;0;62,42775
6200;0;62,42775
6233;0;62,42775
6267;0;62,42775
6300;0;62,42775
6333;0;62,42775
6367;0;62,42775
6400;0;62,42775
6433;0;62,42775
6467;0;62,42775
6500;0;62,42775
6533;1;62,42775
6567;0;65,85366
6600;0;65,85366
6633;0;65,85366
6667;0;65,06024
6700;0;65,85366
6733;0;65,85366
6767;0;65,85366
6800;0;65,85366
6833;0;65,85366
6867;0;65,85366
6900;0;65,85366
6933;0;65,85366
6967;0;65,85366
7000;0;65,85366
7033;0;65,85366
7067;0;65,85366
7100;0;65,85366
7133;0;65,85366
7167;0;65,85366
7200;0;65,85366
7233;0;65,85366
7267;0;65,85366
7300;0;65,85366
7333;0;65,85366
7367;0;65,85366
7400;0;65,85366
7433;0;65,85366
7467;0;65,85366
7500;0;65,625
7533;0;65,625
7567;0;65,625
7600;0;65,625
7633;0;65,625
7667;0;65,625
7700;0;65,625
7733;0;65,625
7767;0;65,625
7800;0;65,625
7833;0;65,625
7867;0;65,625
7900;1;65,625
7933;0;66,66666
7967;0;66,66666
8000;0;66,66666
8033;0;66,66666
8067;0;66,66666
8100;0;66,66666
8133;0;66,66666
8167;0;66,66666
8200;0;66,66666
8233;0;67,08074
8267;0;67,08074
8300;0;67,08074
8333;0;67,08074
8367;0;67,08074
8400;0;66,66666
8433;0;66,66666
8467;0;66,66666
8500;0;66,66666
8533;0;66,66666
8567;0;66,66666
8600;0;66,66666
8633;0;66,66666
8667;0;66,66666
8700;0;66,66666
8733;0;66,66666
8767;0;66,66666
8800;0;66,66666
8833;0;66,66666
8867;0;66,66666
8900;1;66,66666
